2109.212646,917.584472,10.820300,23,San Andreas1,0
2640.183105,1103.922363,10.820300,23,San Andreas2,0
611.893371,1694.792114,6.719295,23,San Andreas3,0
-1327.539794,2682.977050,49.789600,23,San Andreas4,0
-2413.742675,975.931701,45.003101,23,San Andreas5,0
-1672.359741,414.295013,6.886600,23,San Andreas6,0
-2244.136474,-2560.629394,31.627599,23,San Andreas7,0
-1603.016601,-2709.358886,48.241901,23,San Andreas8,0
1939.327514,-1767.681274,13.278697,23,San Andreas9,0
-94.765098,-1174.807861,1.997900,23,San Andreas10,0
1381.669921,462.646697,19.854000,23,San Andreas11,0
657.816711,-559.650695,16.062999,23,San Andreas12,0
-1478.291625,1862.831787,32.361698,23,San Andreas13,0
2147.305419,2744.937744,10.526300,23,San Andreas14,0
2204.960205,2480.349365,10.527791,23,San Andreas15,0
1590.949340,2202.263671,10.524700,23,San Andreas16,0
1561.569458,1448.689453,10.363595,23,San Andreas17,0
366.407104,2535.378417,16.836299,23,San Andreas18,0
1969.331665,-2303.842285,13.254693,23,San Andreas19,0
-1299.793945,-26.238500,13.855600,23,San Andreas20,0
482.360687,-1817.384765,5.605895,23,San Andreas20+,1
2565.118896,-2172.250000,-0.218795,23,San Andreas22,0
2564.434570,-2144.754394,-0.218795,23,San Andreas23,0
2606.703613,-1971.066772,3.859400,23,San Andreas24,0
